"Dear Vamshi Krishna, We regret to inform you that after careful review of your application for the Python Developer role at Infosys we are unable to move forward at this time. We encourage you to apply for future openings.",rejection
"Hi Vamshi, We appreciate your interest in the Data Science Intern role at Ola. After reviewing your application we have decided to pursue other candidates at this time. We will keep your profile for future opportunities.",rejection
"Dear Gourwar, Thank you for your time and effort during the interview process for the ML Engineer role at Meesho. After careful deliberation we regret to inform you that we will not be extending an offer at this time.",rejection
"Hi Vamshi Krishna, We appreciate you applying for the Backend Developer Intern position at Dunzo. After reviewing your qualifications we have decided to move forward with candidates who more closely match our requirements.",rejection
"Dear Vamshi, Thank you for your interest in the Data Analyst Intern role at Nykaa. We have carefully considered your application and regret to inform you that we are unable to offer you a position at this time.",rejection
,label
We are pleased to extend a formal offer for the role of Software Engineering Intern at Google. Your compensation will include a monthly stipend of USD 8000 along with housing and relocation assistance. Please review the attached offer letter and confirm your acceptance via the link provided within 5 business days.,offer
Congratulations on completing the interview process for the Software Engineering Intern role at Microsoft. We are delighted to offer you this position. Your monthly stipend will be USD 7500. Please find the offer letter attached and return the signed copy by Friday.,offer
"Dear Candidate, We are excited to offer you the position of SDE Intern at Amazon. Your compensation package details are outlined in the attached offer letter. Please acknowledge acceptance via the Amazon hiring portal within 72 hours of receiving this email.",offer
"Hi, We are thrilled to extend an offer for the Software Engineer Intern role at Meta. The position includes a competitive stipend and fully furnished accommodation. Please complete the onboarding steps using the link provided in the attached document.",offer
We are pleased to inform you that you have been selected for the Software Engineering Intern position at Apple. Please review the attached offer letter carefully and confirm your acceptance by signing the document electronically before the deadline stated within.,offer
Congratulations on your selection for the Backend Engineering Intern role at Netflix. We are excited to welcome you to our team. The offer details including compensation and start date are included in the attached letter. Please respond with your acceptance within 48 hours.,offer
"Dear Applicant, On behalf of Salesforce we are pleased to offer you the Software Engineer Intern position. Your monthly stipend will be USD 6500. We look forward to having you join our Ohana family. Please review and sign the attached offer letter to confirm.",offer
"Hi Vamshi, Congratulations on clearing all rounds of our hiring process. We are happy to offer you the Backend Engineer Intern position at Razorpay with a monthly stipend of INR 35000. Offer letter is attached. Please confirm your acceptance by end of this week.",offer
"Dear Gourwar, We are thrilled to extend a formal offer for the role of Software Engineer Intern at Zepto. Monthly stipend: INR 30000. Joining date: May 1 2026. Please sign the attached offer letter and return it within 3 working days to confirm acceptance.",offer
"Hi Vamshi, We are delighted to welcome you to the Swiggy family. Please find attached your official offer letter for the role of ML Engineer Intern. Monthly stipend: INR 28000. Kindly complete the pre-joining formalities before the joining date mentioned in the letter.",offer
"Dear Vamshi Krishna, We are happy to inform you that you have been selected for the Data Engineer Intern position at PhonePe. Monthly stipend: INR 32000. Please review the attached offer letter and sign it digitally to confirm your joining by April 15 2026.",offer
"Hi Gourwar, It gives us great pleasure to extend an offer for the Business Analyst Intern role at CRED. Your monthly stipend will be INR 22000. Please sign and return the attached document by EOD Friday to confirm acceptance.",offer
"Dear Vamshi, We are excited to officially offer you the Software Engineer Intern role at Groww. Monthly stipend: INR 20000. Please find the detailed offer letter attached and confirm by Monday EOD.",offer
"Hi Vamshi Krishna, After a competitive selection process we are pleased to offer you the Full Stack Developer Intern role at Meesho. Stipend: INR 25000 per month. Joining date: April 10 2026. Please acknowledge and confirm by signing the offer letter attached.",offer
"Dear Gourwar, After a thorough evaluation of your interviews we are delighted to offer you the position of Full Stack Intern at Zerodha. Monthly stipend: INR 30000. Kindly acknowledge receipt of this offer and confirm your acceptance at the earliest convenience.",offer
"Hi Vamshi, Congratulations on your selection as Software Engineering Intern at Flipkart. Monthly compensation: INR 35000. We are attaching the formal offer letter. Please sign and return within 48 hours to secure your position. We look forward to having you on board.",offer
"Dear Vamshi Krishna, We are pleased to offer you the Data Science Intern role at Ola. This is a 6 month internship with a monthly stipend of INR 20000. Please review and sign the attached offer letter to proceed with onboarding.",offer
"Hi Gourwar, We are delighted to inform you that you have been selected as a Backend Engineering Intern at Juspay. Your joining date is May 1 2026. Please acknowledge this email and complete the onboarding form linked below.",offer
"Dear Vamshi, Congratulations on clearing all interview rounds for the Backend Intern role at Postman. We are pleased to offer you the position with a monthly stipend of INR 25000. The joining date is April 1 2026. Please find the offer letter attached.",offer
"Hi Gourwar, We are delighted to offer you the Python Developer Intern role at Browserstack. Monthly stipend: INR 28000. Joining date: April 10 2026. Please sign the attached offer letter and return within 3 business days to confirm your joining.",offer
"Dear Vamshi, Congratulations on your selection for the Software Engineering Intern position at Freshworks. Your offer includes a monthly stipend of INR 30000 and access to all learning resources. Please review the offer letter and confirm acceptance.",offer
"Hi Vamshi Krishna, Congratulations on your selection for the Full Stack Developer Intern position at Zoho. Your offer letter is attached. We look forward to you joining our team. Please confirm by this Friday EOD.",offer
"Dear Gourwar, We are pleased to announce that you have been selected for the Full Stack Intern role at Lenskart. Monthly stipend: INR 18000. Please sign and return the offer letter by Friday to confirm your acceptance.",offer
"Hi Vamshi, After reviewing your performance in all interview rounds we are pleased to extend an offer for the Backend Intern position at Nykaa. Monthly stipend: INR 20000. Please acknowledge and sign the offer letter within 48 hours.",offer
"Dear Vamshi Krishna, We are happy to officially confirm your offer for the Data Analyst Intern role at Paytm. Start date: April 1 2026. Please complete the attached pre-joining formalities at your earliest convenience.",offer
"Dear Vamshi Gourwar, We are pleased to extend an offer of employment for the Technology Analyst Internship at Goldman Sachs. Your compensation and benefits details are outlined in the attached offer letter. Please complete the acceptance process via our hiring portal within 5 business days.",offer
"Hi Vamshi, On behalf of JPMorgan Chase we are pleased to offer you the Software Engineering Intern position in our Technology division. The details of your compensation package are included in the attached offer letter. Please confirm acceptance via the portal by the date indicated.",offer
"Dear Gourwar, We are delighted to extend an offer for the Technology Analyst Intern role at Deloitte. This is an excellent opportunity to kickstart your career. Please review the attached offer letter and complete the onboarding steps through our HR portal.",offer
"Hi Vamshi Krishna, We are pleased to offer you the Technology Intern position at PricewaterhouseCoopers. Please review the attached offer letter and complete your acceptance using the link provided. We look forward to welcoming you to the firm.",offer
"Dear Vamshi, On behalf of Ernst and Young we are pleased to extend a formal offer for the Technology Consulting Intern role. Monthly stipend details and joining instructions are in the attached offer letter. Please sign and return via DocuSign by the deadline stated.",offer
"Hi Gourwar, We are delighted to extend an offer for the Software Engineer Intern position at IBM India. Your offer details including compensation and start date are in the attached document. Please confirm acceptance via our SmartHire portal within 72 hours.",offer
"Dear Vamshi, On behalf of Infosys we are pleased to offer you the Systems Engineer Intern position. Your monthly stipend will be INR 25000. Please review the offer letter attached and report to the joining venue on the date mentioned.",offer
"Hi Vamshi Krishna, We are pleased to inform you that you have been selected for the Project Engineer Intern role at Wipro. Please review the attached offer letter and complete the pre-employment formalities through our portal.",offer
"Dear Gourwar, On behalf of Tata Consultancy Services we are pleased to confirm your selection for the Assistant Systems Engineer Trainee role. Joining details and offer letter are attached. Please complete the joining formalities as instructed.",offer
"Hi Vamshi, We are pleased to extend an offer for the Graduate Engineer Trainee position at HCL Technologies. Your compensation details are included in the attached offer letter. Please confirm acceptance via our hiring portal.",offer
"Hi Vamshi, We are excited to officially extend an offer for the AI Engineer Intern role at Drytis. As an early-stage company we offer equity participation in addition to your monthly stipend of USD 2000. Please confirm your acceptance by replying to this email.",offer
"Dear Vamshi Krishna, We are thrilled to offer you the Software Engineering Intern position at Peakflo. We are a YC-backed fintech startup and believe you will have a huge impact here. Monthly stipend: SGD 2000. Please review the attached offer and confirm.",offer
"Hi Gourwar, Congratulations on clearing all rounds. We are pleased to offer you the ML Engineer Intern role at Skit.ai. Monthly stipend: INR 25000. As a growing startup you will have the opportunity to work on cutting-edge conversational AI. Offer letter attached.",offer
"Dear Vamshi, We are excited to extend a formal offer for the Software Engineer Intern role at Sprinklr. Monthly stipend: INR 30000. Joining date: April 15 2026. Please review the attached offer letter and confirm acceptance by EOD Friday.",offer
"Hi Vamshi Krishna, After carefully evaluating your interviews we are pleased to extend an offer for the Product Engineering Intern role at Darwinbox. Stipend: INR 22000 per month. Please review the offer letter and confirm acceptance within 3 business days.",offer
"Hi Vamshi, Thank you for applying to the Software Engineering Intern role and for the time you invested in our hiring process. After careful review we will not be moving forward with your application at this time. We encourage you to check our careers page for future openings. Best, Google Recruiting",rejection
"Dear Gourwar, Thank you for interviewing for the Software Engineering Intern position at Microsoft. After thorough consideration we have decided to move forward with other candidates whose background more closely matches our current requirements. We encourage you to apply for future roles.",rejection
"Hi Vamshi Krishna, Thank you for your interest in the SDE Intern role at Amazon. After careful evaluation of all candidates we regret to inform you that we will not be extending an offer at this time. We will keep your profile on file for 6 months for future consideration.",rejection
"Dear Vamshi, We appreciate the time and effort you put into interviewing for the Software Engineer Intern position at Meta. Unfortunately we are unable to move forward with your candidacy at this time. This was a difficult decision given the strength of all applicants.",rejection
"Hi Gourwar, Thank you for your interest in Apple and for taking the time to interview with our team. After careful consideration we have decided not to proceed with your application for the Software Engineering Intern role. We wish you the very best in your search.",rejection
"Dear Vamshi, Thank you for going through the interview process for the Backend Engineer Intern role at Razorpay. After carefully evaluating all candidates we regret to inform you that we will not be extending an offer. This was a very close decision and we appreciate your effort.",rejection
"Hi Vamshi Krishna, We appreciate the effort you put into the interview process for the Software Engineer Intern role at Zepto. Unfortunately we have decided to proceed with a different candidate. We encourage you to apply for future openings at Zepto.",rejection
"Dear Gourwar, Thank you for your time and interest in the Data Analyst Intern role at Swiggy. After evaluating all candidates we have decided not to move forward with your application. We will retain your profile and may reach out for future suitable opportunities.",rejection
"Hi Vamshi, We are writing to inform you that after reviewing all candidates for the Data Engineer Intern position at PhonePe we are unable to proceed with your application at this time. Thank you for your interest and the time you invested with us.",rejection
"Dear Vamshi Krishna, We regret to inform you that your application for the Business Analyst Intern role at CRED has not been successful at this stage. Thank you for your time and interest in our company. We wish you all the best in your search.",rejection
"Hi Gourwar, We have reviewed your application for the Software Engineer Intern position at Groww and unfortunately have decided to move forward with other candidates. We appreciate your interest and wish you the best of luck.",rejection
"Dear Vamshi, Thank you for interviewing at Meesho for the Full Stack Intern position. After careful consideration we have decided not to move forward. We genuinely enjoyed the conversations and wish you success in your career ahead.",rejection
"Hi Vamshi Krishna, We thank you for the time you invested in interviewing with us at Zerodha for the Data Science role. Unfortunately we will not be proceeding with your application. We wish you the very best.",rejection
"Dear Gourwar, We appreciate your interest in the Software Engineering Intern role at Flipkart. After careful review we regret that we cannot proceed with your candidacy at this time. We will keep your resume and reach out if a suitable opportunity arises.",rejection
"Hi Vamshi, After reviewing all applicants for the Data Science Intern position at Ola we regret to inform you that we are unable to move forward with your application. The decision was very competitive and we encourage you to reapply in the next cycle.",rejection
"Dear Vamshi Gourwar, Thank you for your interest in the Technology Analyst Internship at Goldman Sachs and for the time you spent in our process. After thorough evaluation we have decided not to proceed with your application. We appreciate your interest in our firm.",rejection
"Hi Vamshi, Thank you for your application and interview for the Software Engineering Intern position at JPMorgan Chase. After careful consideration we are unable to move your candidacy forward at this time. We encourage you to apply again in future recruitment cycles.",rejection
"Dear Gourwar, Thank you for interviewing for the Technology Analyst Intern role at Deloitte. After carefully reviewing all candidates we regret to inform you that we will not be extending an offer at this time. We appreciate your interest in joining our firm.",rejection
"Hi Vamshi Krishna, We appreciate the effort you invested in the interview process for the Technology Consulting Intern role at EY. Unfortunately after thorough deliberation we have decided not to proceed with your application. We wish you every success going forward.",rejection
"Dear Vamshi, Thank you for interviewing for the Software Engineer Intern position at IBM. After a competitive evaluation process we regret to inform you that we will not be moving forward with your candidacy. We encourage you to explore other roles on our careers portal.",rejection
"Hi Gourwar, Thank you for applying for the Systems Engineer Intern position at Infosys. After careful review of your application and interview performance we are unable to offer you a role at this time. We encourage you to apply for future openings.",rejection
"Dear Vamshi, We regret to inform you that after evaluating all candidates for the Project Engineer Intern role at Wipro we are unable to move forward with your application. Thank you for your time and interest. We wish you success in your job search.",rejection
"Hi Vamshi Krishna, We appreciate the effort you put into the interview process for the Software Engineer Intern role at Freshworks. Unfortunately we have selected a candidate whose background more closely matches our current requirements. We encourage you to apply for future roles.",rejection
"Dear Gourwar, Thank you for going through the interview process for the Backend Intern role at Postman. After careful consideration we have decided not to extend an offer at this time. This was a difficult decision and we appreciate your time.",rejection
"Hi Vamshi, We regret to inform you that after a thorough review you have not been selected for the Python Developer Intern position at Browserstack. We appreciate your interest and the time you invested. Wishing you all the best ahead.",rejection
"Dear Vamshi Krishna, We have completed our evaluation for the Full Stack Developer Intern role at Zoho and regret to inform you that we are unable to proceed with your application. Thank you for your interest in Zoho Corporation.",rejection
"Hi Gourwar, We regret to inform you that your application for the Full Stack Intern role at Lenskart has not progressed further. Thank you for your interest and time. We encourage you to apply for future openings.",rejection
"Dear Vamshi, We are sorry to share that your application for the Backend Intern position at Nykaa was not selected for further consideration. We appreciate your effort and wish you great success ahead.",rejection
"Hi Vamshi Krishna, We regret to share that your application for the Data Analyst Intern role at Paytm has not progressed further. We will retain your profile and may reach out for future opportunities. Thank you for applying.",rejection
"Dear Gourwar, Thank you for going through the interview rounds for the ML Intern position at Juspay. We have decided not to move forward. This was a difficult decision given the quality of all applicants who interviewed with us.",rejection
"Hi Vamshi, We appreciate the time you invested in our interview process for the ML Engineer Intern role at Skit.ai. Unfortunately we have decided to proceed with a candidate whose background is a closer match to our current technical needs.",rejection
"Dear Vamshi Krishna, We regret to inform you that after careful consideration we will not be extending an offer for the Software Engineer Intern role at Sprinklr. The decision was very competitive and we encourage you to apply again in the future.",rejection
"Hi Gourwar, Thank you for the time you invested in our hiring process for the Product Engineering Intern role at Darwinbox. After thorough deliberation we have decided not to proceed. We appreciate your interest and wish you success.",rejection
"Dear Vamshi, Thank you for applying for the AI Engineer role at Drytis. After careful review we have decided to move forward with candidates whose skills more closely match our immediate needs. We may reach out in the future as our team grows.",rejection
"Hi Vamshi Krishna, We appreciate your interest in the Software Engineering Intern role at Peakflo. After careful consideration we have decided not to proceed with your application at this time. We will keep your profile for future opportunities.",rejection
"Dear Gourwar, Thank you for your interest in the Intern position at Honeywell. After carefully reviewing your application and interview performance we have decided not to move forward at this time. We appreciate your interest in Honeywell and wish you the best.",rejection
"Hi Vamshi, Thank you for interviewing for the Software Dev Intern role at Nokia. After thorough evaluation we regret to inform you that we will not be extending an offer. We encourage you to explore other open positions on our careers page.",rejection
"Dear Vamshi Gourwar, Thank you for participating in Citadel's recruitment process. After careful evaluation of all candidates we are unable to move forward with your application at this time. We appreciate your interest in Citadel.",rejection
"Hi Gourwar, Thank you for your time during the interview process for the Software Engineer Intern role at Optum. After carefully considering all candidates we regret that we are not able to move forward with your application. We wish you the very best.",rejection
"Hi Vamshi, We were impressed by your profile and would like to invite you for a technical interview for the Software Engineering Intern role at Google. The interview will consist of two 45-minute coding rounds. Please schedule your preferred slot using the link below within 48 hours.",interview
"Dear Gourwar, Congratulations on being shortlisted for the Software Engineering Intern position at Microsoft. We would like to invite you for a virtual technical interview. Please use the scheduling link provided to book a 60-minute slot at your convenience.",interview
"Hi Vamshi Krishna, We reviewed your application for the SDE Intern role and would like to move forward with a technical phone screen. Please complete the HackerRank assessment linked below within 72 hours as the first step in our evaluation process.",interview
"Dear Vamshi, Your profile has been shortlisted for the Software Engineer Intern role at Meta. We would like to invite you for a technical interview covering data structures and algorithms. Please confirm your availability using the Calendly link provided.",interview
"Hi Gourwar, We have reviewed your application for the Software Engineering Intern position at Apple and are pleased to invite you for a technical screening. Our recruiter will reach out shortly with available time slots. Please keep your schedule open this week.",interview
"Hi Vamshi, Your profile has impressed our technical team and we would like to invite you for a pair programming session for the Backend Intern position at Razorpay. Please confirm your availability for this Friday. We will send a Google Meet link on confirmation.",interview
"Dear Vamshi Krishna, We reviewed your application for the Software Engineer Intern role at Zepto and are excited to move you to the technical interview stage. Please complete the live coding assessment at the link below within 24 hours.",interview
"Hi Gourwar, We are excited to move forward with your application for the ML Engineer Intern role at Swiggy. Our technical team would like to schedule a coding round. Please share your availability for the next 48 hours and we will send the invite.",interview
"Dear Vamshi, Our team at PhonePe has reviewed your application for the Data Engineer Intern role and we are impressed with your profile. We would like to schedule an initial HR call followed by a technical round. Please share your availability.",interview
"Hi Vamshi Krishna, We reviewed your application for the Business Analyst Intern position at CRED and would like to invite you for a case study round. Please confirm your availability for a 60 minute virtual session on any of the dates below.",interview
"Dear Gourwar, We are pleased to inform you that your profile has been shortlisted for the Software Engineer Intern position at Groww. Please join us for a technical interview this Thursday at 3 PM IST via Google Meet. Confirm by replying to this email.",interview
"Hi Vamshi, Our team at Meesho has shortlisted your profile for the Full Stack Intern role. We would like to schedule a pair programming session of 60 minutes. Please confirm your availability by tomorrow EOD.",interview
"Dear Vamshi Krishna, You have been shortlisted for the technical interview for the Data Science Intern role at Zerodha. The interview will focus on SQL, Python, and a case study. Please confirm your preferred slot from the options provided.",interview
"Hi Gourwar, Congratulations on advancing to the next stage of our hiring process at Flipkart. We would like to schedule a system design discussion and coding round. Please share your availability for a 90-minute slot this week.",interview
"Dear Vamshi, We are pleased to invite you for a virtual technical interview for the Data Science Intern position at Ola. The session will be 45 minutes and will cover ML fundamentals and a live case study. Please confirm the slot using the link below.",interview
"Hi Vamshi, Your application for the Technology Analyst Internship at Goldman Sachs has been shortlisted. We would like to invite you for a HackerRank coding assessment as the first step. Please complete it within 48 hours using the link provided.",interview
"Dear Gourwar, Congratulations on being shortlisted for the Software Engineering Intern role at JPMorgan Chase. We would like to invite you for a two-stage virtual interview. Please log in to our hiring portal to schedule your preferred time slots.",interview
"Hi Vamshi Krishna, Your profile has been reviewed and shortlisted for the Technology Analyst Intern role at Deloitte. We would like to invite you for a case interview and a technical round. Our recruiter will be in touch shortly to schedule.",interview
"Dear Vamshi, We are pleased to inform you that you have been shortlisted for the Technology Consulting Intern role at EY. We would like to schedule a virtual interview. Please use the scheduling link in this email to book a slot within the next 3 days.",interview
"Hi Gourwar, We have reviewed your application for the Software Engineer Intern position at IBM and would like to move you to the next stage. Please complete the Kenexa online assessment linked below. You have 5 days to complete it.",interview
"Dear Vamshi, Your application for the Systems Engineer Intern role at Infosys has been shortlisted for further evaluation. You are invited to appear for the InfyTQ assessment. Please log in to the InfyTQ portal and schedule your test within 5 days.",interview
"Hi Vamshi Krishna, You have been shortlisted for the Project Engineer Intern role at Wipro. Please complete the online assessment through the NLTH portal using the credentials provided below. The test window closes on April 20 2026.",interview
"Dear Gourwar, You have been shortlisted for the National Qualifier Test for the TCS campus hiring program. Please register on the NextStep portal using the reference number provided and schedule your assessment slot before the deadline.",interview
"Hi Vamshi, Congratulations on clearing the initial screening for the Software Engineer Intern role at Freshworks. The next step is a 45-minute technical interview. Our recruiter will contact you today to schedule a suitable time.",interview
"Dear Vamshi Krishna, Our hiring team has reviewed your application for the Backend Intern role at Postman and we are pleased to invite you for a first round interview. Please find the meeting link and interview instructions in the attachment.",interview
"Hi Gourwar, We reviewed your application for the Python Developer Intern role at Browserstack and would like to schedule a live coding session. Please share your availability for a 60-minute call this week or next week.",interview
"Dear Vamshi, You have been shortlisted for the technical interview for the Full Stack Developer Intern role at Zoho. Please book a slot using the scheduling link below. The interview will cover web technologies and a coding problem.",interview
"Hi Vamshi Krishna, We have reviewed your application for the Full Stack Intern role at Lenskart and are excited to move you to the technical interview stage. Please find the HackerEarth assessment link below. You have 48 hours to complete the test.",interview
"Dear Gourwar, We were impressed by your resume and would like to invite you for a virtual technical interview for the Backend Intern position at Nykaa. Please reply with your preferred time slot from the options below.",interview
"Hi Vamshi, You have cleared the resume screening for the Data Analyst Intern role at Paytm. We would like to schedule a technical interview at the earliest. Please share your availability by EOD today and we will send the meeting invite.",interview
"Dear Vamshi Krishna, Your profile has been shortlisted for the Backend Intern role at Juspay. Our technical team would like to schedule a 60-minute interview covering functional programming and system design. Please confirm your availability.",interview
"Hi Gourwar, We are glad to inform you that your profile has been shortlisted for the ML Engineer Intern position at Skit.ai. Our technical team will reach out with a coding assessment link. Please complete it within 3 days of receiving it.",interview
"Dear Vamshi, You have been shortlisted for an interview for the Software Engineer Intern role at Sprinklr. Please complete the HackerRank assessment linked below within 48 hours. This is a timed test covering data structures and algorithms.",interview
"Hi Vamshi Krishna, We have reviewed your application for the Product Engineering Intern role at Darwinbox and would like to invite you for a product thinking and coding interview. Please use the Calendly link to book your preferred slot.",interview
"Dear Gourwar, We reviewed your application for the AI Engineer role at Drytis and are impressed with your background. We would like to invite you for a technical interview. Our team will reach out shortly. Please keep Thursday and Friday open this week.",interview
"Hi Vamshi, We are excited to move forward with your application for the Software Engineer Intern role at Peakflo. As a YC-backed startup we move fast. Please complete the take-home assignment attached and return it within 48 hours.",interview
"Dear Vamshi Krishna, Your application for the Intern position at Honeywell has been shortlisted. We would like to invite you for a virtual interview with our engineering team. Please log in to the Honeywell careers portal to schedule your slot.",interview
"Hi Gourwar, Your application for the Software Dev Intern role at Nokia has progressed to the interview stage. We would like to schedule a technical discussion. Please confirm your availability using the meeting link provided below.",interview
"Dear Vamshi, Congratulations on being shortlisted for Citadel's Campus 2026 recruitment process. Please complete the HackerRank coding assessment within 48 hours using the personalized link below. This is a timed assessment of 90 minutes.",interview
"Hi Vamshi Krishna, Your profile has been shortlisted for the Software Engineer Intern role at Optum. We would like to invite you for a virtual interview. Please use the scheduling link to book a 45-minute slot within the next 5 days.",interview
Invitation for L1 round of Interview for Data Science Internship Position. Microsoft Teams Meeting scheduled for Monday at 11:00 AM to 11:30 AM IST. Kindly confirm your attendance by replying to this email.,interview
"Hi Vamshi, We reviewed your application for the Data Science Intern role at NoBroker and are impressed with your profile. We would like to schedule a technical screening call. Please share your availability for a 30-minute call this week.",interview
"Dear Gourwar, Your profile has been shortlisted for the Backend Developer Intern role at Slice. We would like to schedule a technical interview covering backend development and APIs. Please confirm availability using the scheduling link provided.",interview
"Hi Vamshi Krishna, Congratulations on clearing the HackerRank round for the Software Engineer Intern role at MoEngage. We would like to schedule your technical interview. Our recruiter will send a calendar invite within 24 hours.",interview
"Dear Vamshi, We reviewed your application for the Backend Intern role at Leadsquared and would like to move you to the technical evaluation stage. Please complete the coding assignment attached and submit it within 72 hours.",interview
"Hi Gourwar, We were impressed by your profile and would like to invite you for a technical interview for the Software Engineer Intern role at Clevertap. Please use the link below to schedule a 60-minute session with our engineering team.",interview
"Hi Vamshi, Thank you for submitting your application for the Software Engineering Intern position at Google. We have received your application and will be reviewing it carefully. You will hear from our recruiting team if your profile matches our requirements.",other
"Dear Gourwar, Thank you for taking the time to submit your application for Security Research Intern at Microsoft. Your application is being evaluated and you will hear from us as soon as the review process is complete. Microsoft Recruiting Team.",other
"Hi Vamshi Krishna, Thank you for applying for the SDE Intern position at Amazon. We have received your application and our team will be in touch if your profile matches our requirements for this role. Amazon University Recruiting.",other
"Dear Vamshi, Thank you for your interest in the Software Engineer Intern role at Meta. We have received your application and will review it carefully. If your background matches our requirements a member of our recruiting team will be in touch.",other
"Hi Gourwar, Thank you for applying to Apple. We have received your application for the Software Engineering Intern position. Our recruiting team will be reviewing it and will reach out to you if your background aligns with what we are looking for.",other
"Dear Vamshi, Thank you for your interest in the Backend Engineering Intern role at Netflix. We have received your application and will review it over the coming days. We will reach out if your qualifications match our current needs.",other
"Hi Vamshi Krishna, Thank you for applying to Razorpay for the Backend Engineer Intern role. We have received your application and our HR team will review it shortly. We will reach out if your profile is a match for the position.",other
"Dear Gourwar, Thank you for your interest in the Software Engineer Intern role at Zepto. We have received your application and our recruiting team will review it. You will hear from us if your profile matches our requirements for this role.",other
"Hi Vamshi, Thank you for applying for the Data Analyst Intern position at Swiggy. We have received your application and our team will review it shortly. You will hear from us if your profile matches our requirements.",other
"Dear Vamshi Krishna, Your application for the Data Engineer Intern position at PhonePe has been successfully submitted. Our talent acquisition team will review your profile and reach out to schedule next steps if your background is a strong match.",other
"Hi Gourwar, Thank you for applying to the Business Analyst Intern role at CRED. We have received your application and will review it carefully. Our team will be in touch if your qualifications match what we are looking for at this time.",other
"Dear Vamshi, We have received your application for the Software Engineer Intern position at Groww. Thank you for your interest. Our HR team will review your profile and contact you if selected for further evaluation.",other
"Hi Vamshi Krishna, Thank you for your interest in the Full Stack Intern role at Meesho. We have successfully received your application. Our recruiting team will review it and reach out if there is a match with our requirements.",other
"Dear Gourwar, We confirm receipt of your application for the Data Science Intern role at Zerodha. Our team will evaluate your profile and get in touch with you if you are shortlisted for the next stage of the process.",other
"Hi Vamshi, Thank you for applying to Flipkart for the Software Engineering Intern position. We have received your application and will review it over the next few days. You will hear from us if your profile is a strong match.",other
"Hi Vamshi Gourwar, Thank you for your application to Goldman Sachs. A member of our recruiting team will reach out if your experience and skills are a match for this opportunity. Thank you, Goldman Sachs Recruiting Team.",other
We are glad that you are interested in a career at JPMorganChase. Your application for Software Engineering Intern was successfully submitted and we appreciate your patience as we review all applications. JPMorgan Chase Recruiting.,other
